Capacity (MW),Status,Start Year,Latitude,Longitude
40.0,Construction,-1.0,16.6176,106.7198
50.0,Operating,2021.0,13.5086,108.0791
47.0,Operating,2021.0,13.5086,108.0791
100.0,Operating,2022.0,13.8885,108.106
100.0,Operating,2022.0,13.8885,108.106
48.0,Operating,2021.0,16.6715,106.6825
100.0,Accounced,-1.0,9.6793,105.5714
30.0,Construction,2023.0,9.4174,106.1024
124.0,Operating,2023.0,9.3686,106.0731
30.0,Operating,2021.0,11.7157,109.0598
38.0,Operating,2019.0,11.4509,108.8861
40.0,Operating,2019.0,10.9494,108.2058
40.0,Operating,2021.0,10.9494,108.2058
30.0,Operating,2021.0,12.7842,108.0746
30.0,Operating,2021.0,13.7761,109.2325
30.0,Operating,2021.0,13.7761,109.2325
50.0,Operating,2021.0,13.7964,108.2608
50.0,Operating,2021.0,13.7964,108.2608
1000.0,Accounced,2029.0,10.7699,108.1551
1000.0,Accounced,2031.0,10.7699,108.1551
1000.0,Accounced,2033.0,10.7699,108.1551
1000.0,Accounced,2030.0,10.7993,108.0814
1000.0,Accounced,2037.0,10.7993,108.0814
46.0,Operating,2021.0,11.5624,108.8804
88.0,Operating,2021.0,11.6063,109.1463
48.0,Operating,2021.0,16.6724,107.1454
48.0,Operating,2021.0,16.7038,106.6777
48.0,Operating,2021.0,16.6724,107.1454
24.0,Operating,2016.0,11.2213,108.685
26.0,Operating,2021.0,11.2213,108.685
30.0,Operating,2021.0,11.6063,109.1463
27.0,Operating,2021.0,11.4509,108.8861
27.0,Operating,-1.0,11.6063,109.1463
26.0,Operating,2021.0,13.7761,109.2325
21.0,Operating,2020.0,13.9176,109.245
4500.0,Accounced,-1.0,13.4095,109.4301
200.0,Operating,2019.0,13.2548,109.2106
252.0,Operating,2021.0,17.2541,106.4938
30.0,Operating,2022.0,9.2367,105.911
29.0,Operating,2021.0,9.301,106.131
128.0,Accounced,2025.0,21.3692,103.877
32.0,Operating,2021.0,9.915,106.6806
32.0,Operating,2022.0,9.915,106.6806
30.0,Operating,2022.0,9.915,106.6806
33.0,Operating,2022.0,9.915,106.6806
50.0,Operating,2023.0,8.5663,104.931
40.0,Operating,2019.0,11.7157,109.0598
64.0,Operating,2021.0,11.7157,109.0598
48.0,Operating,2021.0,11.7157,109.0598
11.0,Operating,2022.0,11.0509,108.4024
90.0,Operating,2021.0,11.2637,108.3599
48.0,Operating,2021.0,9.6001,106.57
48.0,Operating,2021.0,9.6001,106.57
40.0,Operating,2019.0,11.684,109.0309
64.0,Operating,2019.0,11.684,109.0309
48.0,Operating,2021.0,11.684,109.0309
48.0,Operating,2021.0,9.7695,106.5644
48.0,Operating,2021.0,9.6789,106.5851
25.0,Operating,2021.0,8.6602,105.1701
45.0,Operating,2023.0,8.6806,105.1484
45.0,Operating,2023.0,8.7014,105.1701
38.0,Construction,-1.0,16.6534,106.7579
100.0,Operating,2023.0,10.2529,106.7905
50.0,Operating,2021.0,10.4673,107.4384
25.0,Operating,2021.0,8.981,105.411
50.0,Operating,2021.0,8.981,105.421
50.0,Construction,-1.0,15.0864,107.7358
29.0,Operating,2020.0,13.232,108.1992
30.0,Operating,2021.0,10.1417,106.9257
29.0,Operating,2020.0,9.3239,105.9806
30.0,Operating,2022.0,9.3239,105.9806
260.0,Accounced,-1.0,9.2551,106.0563
1000.0,Accounced,-1.0,9.2508,106.0541
800.0,Accounced,-1.0,9.3379,106.1864
200.0,Accounced,-1.0,9.2564,105.9127
90.0,Operating,2021.0,11.3603,109.5507
145.0,Construction,-1.0,13.7624,108.5907
80.0,Construction,-1.0,9.5543,108.001
34.0,Operating,2018.0,11.6685,109.0455
39.0,Operating,2018.0,11.6063,109.1463
99.0,Accounced,-1.0,12.8899,108.0449
104.0,Accounced,-1.0,12.8899,108.0449
500.0,Accounced,-1.0,21.3077,90.6633
60.0,Operating,2023.0,21.4347,92.0053
100.0,Accounced,2026.0,21.739,91.8953
55.0,Accounced,2024.0,22.4995,89.6036
24.0,Operating,-1.0,14.8177,78.9332
26.0,Operating,-1.0,14.8102,78.9404
15.0,Operating,-1.0,24.2651,75.3872
40.0,Operating,-1.0,22.5415,73.4334
15.0,Operating,-1.0,23.9343,76.1452
15.0,Operating,-1.0,23.9343,76.1452
50.0,Operating,-1.0,17.6361,74.2983
40.0,Operating,2014.0,19.6186,74.6644
26.0,Operating,2010.0,26.8153,71.0521
50.0,Operating,-1.0,24.3529,74.8338
66.0,Operating,2016.0,23.333,75.0357
52.0,Operating,2017.0,23.333,75.0357
22.0,Operating,2012.0,23.5409,68.945
50.0,Operating,-1.0,15.0262,77.3854
227.0,Operating,2017.0,14.8497,77.2527
26.0,Operating,-1.0,20.8667,70.7501
97.0,Operating,2021.0,21.7834,71.1843
198.0,Operating,2023.0,20.8667,70.7501
101.0,Operating,2011.0,10.3261,77.9851
16.0,Operating,-1.0,13.7333,76.5333
120.0,Operating,2017.0,14.6801,77.6001
25.0,Operating,-1.0,14.9557,77.5947
40.0,Operating,-1.0,14.2786,78.4883
22.0,Operating,2017.0,15.4586,78.0174
24.0,Operating,-1.0,14.7251,77.4308
106.0,Operating,2012.0,18.635,73.849
84.0,Operating,-1.0,14.4991,78.5365
15.0,Operating,2005.0,11.7144,77.5679
13.0,Operating,-1.0,14.4801,76.3475
149.0,Operating,2016.0,15.5256,77.398
80.0,Operating,2017.0,15.5256,77.398
50.0,Operating,-1.0,16.6403,75.6152
50.0,Operating,-1.0,12.9753,77.7258
45.0,Operating,2017.0,17.0008,76.2504
45.0,Operating,2018.0,17.0008,76.2504
35.0,Operating,2020.0,23.9862,72.909
42.0,Operating,-1.0,23.0636,75.4473
120.0,Operating,2013.0,16.1743,75.6595
16.0,Operating,-1.0,22.7371,70.4251
16.0,Operating,-1.0,22.7371,70.4251
11.2,Operating,2006.0,10.7474,77.4194
78.0,Operating,2017.0,16.827,75.7175
50.0,Operating,2018.0,16.2077,77.3545
13.0,Operating,2006.0,27.0909,70.9762
25.0,Operating,-1.0,23.3707,76.6205
119.0,Operating,-1.0,12.9753,77.7258
40.0,Operating,2018.0,16.827,75.7175
60.0,Operating,2017.0,16.0473,75.3541
47.0,Operating,2010.0,15.8423,74.5033
10.0,Operating,2012.0,15.8423,74.5033
40.0,Operating,2018.0,15.8423,74.5033
40.0,Operating,2018.0,15.8423,74.5033
15.0,Operating,2017.0,13.1673,79.2128
101.0,Operating,-1.0,14.8221,78.2817
175.0,Construction,-1.0,23.0949,69.6126
199.0,Operating,2023.0,15.1681,76.866
50.0,Operating,-1.0,23.2836,76.3354
50.0,Operating,-1.0,21.9068,77.8984
50.0,Operating,-1.0,21.8796,77.8757
50.0,Operating,-1.0,21.8796,77.8757
50.0,Operating,-1.0,21.9094,77.9051
46.0,Operating,2013.0,13.2904,78.6819
20.0,Operating,2014.0,26.8106,73.7685
22.0,Operating,2015.0,26.6146,71.0363
82.0,Operating,2015.0,26.6146,71.0363
14.0,Operating,2013.0,26.5445,71.0664
36.0,Operating,2008.0,12.9753,77.7258
111.0,Construction,-1.0,21.603,71.9608
50.0,Operating,2019.0,21.0914,71.7622
26.0,Operating,-1.0,18.635,73.849
40.0,Operating,-1.0,25.1862,75.8589
50.0,Operating,-1.0,26.6361,71.3412
50.0,Operating,-1.0,26.6361,71.3412
50.0,Operating,-1.0,26.6361,71.3412
50.0,Operating,2011.0,12.9753,77.7258
25.0,Operating,2016.0,26.654,73.4957
40.0,Operating,2020.0,24.4418,71.7299
20.0,Operating,2006.0,27.0909,70.9762
20.0,Operating,2006.0,27.0909,70.9762
12.0,Operating,2006.0,27.0909,70.9762
300.0,Operating,2021.0,23.0949,69.6126
150.0,Operating,2010.0,23.0937,68.8064
44.0,Operating,2014.0,18.635,73.849
12.0,Operating,-1.0,23.7088,69.8275
27.0,Operating,-1.0,23.7088,69.8275
26.0,Operating,-1.0,14.8221,78.2817
105.0,Operating,-1.0,14.5888,77.1639
197.0,Operating,2018.0,13.1673,79.2128
200.0,Operating,2015.0,17.7955,74.4064
528.0,Operating,-1.0,21.1943,74.3919
11.0,Operating,-1.0,18.635,73.849
30.0,Operating,2014.0,17.7698,74.3266
37.0,Operating,2014.0,14.8221,78.2817
11.0,Operating,2018.0,14.8221,78.2817
26.0,Operating,-1.0,19.1153,72.8618
39.0,Operating,2012.0,19.1153,72.8618
255.0,Operating,-1.0,21.3198,74.3094
50.0,Operating,-1.0,21.3198,74.3094
92.0,Operating,2015.0,23.2806,77.4101
38.0,Operating,-1.0,23.4386,74.6124
250.0,Operating,2018.0,8.8053,78.1453
60.0,Operating,2008.0,23.7088,69.8275
25.0,Operating,-1.0,22.956,69.1101
13.6,Operating,-1.0,17.6848,74.0245
12.0,Operating,2012.0,17.5203,74.3009
15.0,Operating,-1.0,13.0503,80.2299
11.0,Operating,-1.0,13.0503,80.2299
21.0,Operating,2009.0,23.2442,70.4604
32.0,Operating,2012.0,16.4285,74.5849
18.0,Operating,2013.0,16.4101,74.6278
52.0,Operating,2015.0,18.635,73.849
23.0,Operating,-1.0,16.8313,75.7041
10.0,Operating,2006.0,14.2331,76.4039
26.0,Operating,-1.0,14.2331,76.4039
11.0,Operating,2009.0,14.2331,76.4039
19.0,Operating,2019.0,14.2331,76.4039
42.0,Operating,-1.0,10.3261,77.9851
33.0,Operating,-1.0,10.3261,77.9851
72.0,Operating,-1.0,10.3261,77.9851
61.0,Operating,-1.0,22.9075,75.1715
166.0,Operating,2022.0,17.6587,74.2673
54.0,Operating,-1.0,26.974,74.1548
119.0,Construction,-1.0,8.719,77.7401
20.0,Operating,-1.0,23.6681,74.8458
21.0,Operating,2013.0,23.6681,74.8458
23.0,Operating,-1.0,23.6681,74.8458
20.0,Operating,-1.0,26.6999,71.1983
54.0,Operating,2012.0,26.544,71.3882
24.0,Operating,2013.0,26.544,71.3882
40.0,Operating,-1.0,26.9128,70.9144
112.0,Operating,-1.0,26.3833,76.7001
30.0,Operating,2014.0,26.5564,71.3751
118.0,Operating,-1.0,26.544,71.3882
30.0,Operating,2009.0,26.4179,73.4163
75.0,Operating,2019.0,23.7088,69.8275
50.0,Operating,2019.0,23.7088,69.8275
88.0,Operating,-1.0,23.6236,69.013
38.0,Operating,2022.0,23.6236,69.013
200.0,Operating,2019.0,23.6342,68.8976
30.0,Operating,2017.0,22.2244,69.6734
51.0,Operating,2019.0,22.2244,69.6734
63.0,Operating,2017.0,22.2244,69.6734
190.0,Operating,2022.0,22.2244,69.6734
251.0,Operating,2023.0,22.2244,69.6734
50.0,Operating,-1.0,14.8221,78.2817
51.0,Operating,2015.0,23.9263,74.6428
24.0,Operating,2016.0,26.6999,71.1983
50.0,Operating,2017.0,26.6999,71.1983
100.0,Operating,2017.0,12.9753,77.7258
17.0,Operating,-1.0,23.2806,77.4101
29.0,Operating,2017.0,23.0983,76.2153
27.0,Operating,2017.0,23.0983,76.2153
15.0,Operating,-1.0,22.5001,75.2501
100.0,Operating,-1.0,23.0209,75.2314
274.0,Operating,2022.0,22.5001,75.2501
50.0,Operating,2022.0,22.5001,75.2501
40.0,Operating,2007.0,20.8797,74.7034
20.0,Operating,-1.0,21.1305,74.4789
75.0,Operating,2005.0,21.1305,74.4789
150.0,Operating,2023.0,10.3261,77.9851
26.0,Operating,2016.0,10.3622,77.9692
39.0,Operating,2012.0,22.2244,69.6734
20.0,Operating,-1.0,15.8042,76.4441
10.0,Operating,-1.0,12.0352,77.273
16.0,Operating,-1.0,12.0333,77.2726
34.0,Operating,-1.0,10.3261,77.9851
50.0,Operating,2016.0,14.6562,77.9462
50.0,Operating,2016.0,14.6562,77.9462
32.0,Operating,2016.0,14.6562,77.9462
31.0,Operating,-1.0,10.3261,77.9851
108.0,Operating,2016.0,22.9298,76.2787
51.0,Operating,2013.0,16.8334,75.7153
50.0,Operating,2014.0,16.8331,75.6975
41.0,Operating,-1.0,14.2331,76.4039
26.0,Operating,-1.0,16.6736,81.6331
31.0,Operating,2008.0,15.4203,75.6221
13.0,Operating,-1.0,12.9753,77.7258
11.0,Operating,-1.0,15.4203,75.6221
34.0,Operating,-1.0,15.4203,75.6221
24.0,Operating,2009.0,15.4203,75.6221
50.0,Operating,2009.0,15.4203,75.6221
26.0,Operating,2014.0,15.4203,75.6221
300.0,Construction,2023.0,15.4203,75.6221
15.0,Operating,2012.0,23.0719,70.1317
50.0,Operating,2012.0,14.8221,78.2817
231.5,Operating,-1.0,17.1741,74.8653
32.0,Operating,2014.0,17.637,74.4018
15.0,Operating,2012.0,13.1451,77.4326
15.0,Operating,-1.0,12.9753,77.7258
12.0,Operating,-1.0,21.3331,69.9004
60.0,Operating,2018.0,16.1577,76.529
18.0,Operating,-1.0,17.6848,74.0245
100.0,Operating,-1.0,16.8475,74.5863
21.0,Operating,-1.0,10.3261,77.9851
24.0,Operating,2023.0,22.7301,71.7953
600.0,Accounced,-1.0,21.6148,69.5797
40.0,Operating,-1.0,26.2363,71.2143
60.0,Operating,-1.0,16.865,77.388
80.0,Operating,-1.0,14.8221,78.2817
15.0,Operating,2007.0,27.0909,70.9762
50.0,Operating,2011.0,14.5204,75.7224
40.0,Operating,2011.0,14.8312,75.8163
44.0,Operating,-1.0,14.7875,75.3997
24.0,Operating,2016.0,16.8304,75.7172
10.0,Operating,2006.0,15.2046,75.8846
42.0,Operating,-1.0,10.3261,77.9851
43.0,Operating,2022.0,14.5187,76.3376
28.0,Operating,2004.0,14.1962,76.4405
100.0,Operating,2022.0,25.1862,75.8589
150.0,Operating,2022.0,25.1862,75.8589
100.0,Operating,2022.0,25.1862,75.8589
105.0,Operating,2022.0,26.9173,70.9124
30.0,Operating,2011.0,27.0909,70.9762
24.0,Operating,2011.0,27.0909,70.9762
20.0,Operating,2013.0,26.9104,70.9104
102.0,Operating,2008.0,26.9104,70.9104
20.0,Operating,2017.0,26.9104,70.9104
10.0,Operating,-1.0,23.7088,69.8275
10.0,Operating,-1.0,23.7088,69.8275
21.0,Operating,-1.0,23.7088,69.8275
25.0,Operating,-1.0,22.5415,73.4334
52.0,Operating,2013.0,22.5415,73.4334
28.0,Operating,2013.0,17.6305,74.2684
26.0,Operating,2015.0,23.0001,76.1667
14.0,Operating,-1.0,22.969,76.0546
26.0,Operating,2015.0,23.037,78.5491
30.0,Operating,2021.0,21.9098,70.0253
17.0,Operating,-1.0,22.5415,73.4334
20.0,Operating,-1.0,22.4627,70.0763
21.0,Operating,-1.0,22.4627,70.0763
65.0,Construction,-1.0,22.4627,70.0763
92.0,Operating,2011.0,23.2111,70.5382
18.0,Operating,-1.0,23.2111,70.5382
18.0,Operating,-1.0,23.2111,70.5382
15.0,Operating,2010.0,23.2111,70.5382
22.0,Operating,2011.0,23.2478,70.5948
25.0,Operating,2012.0,23.2111,70.5382
22.0,Operating,2014.0,23.2111,70.5382
30.0,Operating,-1.0,23.6379,75.1282
25.0,Operating,2012.0,22.0779,71.2792
60.0,Operating,2014.0,18.635,73.849
50.0,Operating,2017.0,17.6361,74.2983
40.0,Operating,2015.0,17.049,75.2177
50.0,Operating,2013.0,17.0601,75.1668
35.0,Operating,2012.0,17.0601,75.1668
30.0,Operating,2013.0,17.049,75.2177
30.0,Operating,2015.0,17.1221,75.2184
24.0,Operating,2016.0,13.5996,78.5303
39.0,Operating,-1.0,25.1862,75.8589
12.0,Operating,-1.0,14.7084,76.4853
14.0,Operating,-1.0,12.9753,77.7258
40.0,Operating,-1.0,22.6925,70.3054
76.0,Operating,2012.0,25.1862,75.8589
23.0,Operating,2016.0,27.028,70.7785
36.0,Operating,-1.0,20.8667,70.7501
51.0,Operating,2016.0,10.9094,78.3665
24.0,Operating,2015.0,14.5497,77.1112
49.0,Operating,-1.0,14.8221,78.2817
21.0,Operating,2013.0,23.0178,70.2096
450.0,Construction,2023.0,13.7899,75.7457
10.0,Operating,2009.0,10.9094,78.3665
50.0,Operating,-1.0,8.9501,77.7701
30.0,Operating,-1.0,10.3261,77.9851
41.0,Operating,-1.0,8.7259,77.7473
11.0,Operating,-1.0,10.3261,77.9851
29.0,Operating,-1.0,23.4261,75.2817
40.0,Operating,2020.0,22.4494,72.9981
198.0,Operating,2017.0,21.7502,69.9694
18.0,Operating,2015.0,22.5415,73.4334
10.0,Operating,2017.0,22.5415,73.4334
51.0,Operating,2019.0,22.5415,73.4334
34.0,Operating,-1.0,23.2806,77.4101
50.0,Operating,2009.0,19.6186,74.6644
50.0,Operating,-1.0,19.1628,74.858
40.0,Operating,-1.0,19.1396,74.8819
100.0,Operating,-1.0,19.8168,73.9153
48.0,Operating,2014.0,19.1628,74.858
26.0,Operating,2015.0,27.028,70.7785
20.0,Operating,2017.0,27.028,70.7785
24.0,Operating,-1.0,26.6649,71.026
39.0,Operating,-1.0,22.3511,78.6677
133.0,Construction,2023.0,15.2955,76.3177
25.0,Operating,2018.0,15.2955,76.3177
15.0,Operating,2016.0,20.8667,70.7501
27.0,Operating,-1.0,22.5415,73.4334
11.0,Operating,-1.0,10.6542,77.2809
50.0,Operating,2017.0,21.6403,69.6069
69.0,Operating,2017.0,22.385,71.7453
15.0,Operating,-1.0,23.8961,75.2655
33.0,Operating,-1.0,8.187,77.6981
105.0,Operating,2018.0,14.7308,77.4279
50.0,Operating,-1.0,21.9094,77.9051
25.0,Operating,-1.0,23.2806,77.4101
50.0,Operating,2012.0,17.5381,74.6414
30.0,Operating,2015.0,21.7719,72.1416
10.0,Operating,2015.0,14.2328,75.6453
25.0,Operating,2016.0,15.4586,78.0174
50.0,Operating,-1.0,15.7512,76.1924
71.0,Operating,2018.0,15.7522,76.1836
50.0,Operating,2019.0,23.0949,69.6126
50.0,Operating,2019.0,23.0949,69.6126
50.0,Operating,2019.0,23.0949,69.6126
50.0,Operating,2020.0,23.0949,69.6126
250.0,Operating,2019.0,23.0949,69.6126
100.0,Operating,2021.0,23.0949,69.6126
150.0,Operating,2021.0,23.0949,69.6126
130.0,Operating,2023.0,22.5415,73.4334
300.0,Operating,2023.0,23.0949,69.6126
12.0,Operating,2007.0,23.0949,69.6126
150.0,Operating,2008.0,23.0949,69.6126
50.0,Operating,2019.0,23.0949,69.6126
50.0,Operating,2019.0,23.0949,69.6126
50.0,Operating,2019.0,23.0949,69.6126
50.0,Operating,2019.0,23.0949,69.6126
50.0,Operating,2022.0,23.0949,69.6126
50.0,Construction,-1.0,23.0949,69.6126
50.0,Construction,-1.0,23.0949,69.6126
50.0,Construction,-1.0,23.0949,69.6126
50.0,Construction,-1.0,23.0949,69.6126
50.0,Construction,-1.0,23.0949,69.6126
50.0,Construction,-1.0,23.0949,69.6126
300.0,Operating,2018.0,23.0949,69.6126
250.0,Operating,2020.0,23.0949,69.6126
51.0,Operating,2008.0,23.0949,69.6126
50.0,Operating,2022.0,23.0949,69.6126
250.0,Operating,2018.0,23.1312,68.9296
300.0,Operating,2021.0,23.0949,69.6126
250.0,Operating,2019.0,23.0949,69.6126
300.0,Operating,2022.0,23.0949,69.6126
202.0,Operating,2016.0,23.7088,69.8275
50.0,Operating,2019.0,23.0949,69.6126
115.0,Operating,2023.0,23.0949,69.6126
50.0,Operating,2019.0,23.0949,69.6126
12.0,Operating,2016.0,23.3794,76.3751
92.0,Operating,2016.0,23.3789,76.3715
26.0,Operating,2017.0,23.3789,76.3715
44.0,Operating,-1.0,23.3794,76.3751
50.0,Operating,-1.0,27.028,70.7785
48.0,Operating,-1.0,22.1915,69.964
50.0,Operating,-1.0,22.1915,69.964
50.0,Operating,2012.0,22.1915,69.964
15.0,Operating,1990.0,21.9187,69.2633
33.0,Operating,2014.0,12.9753,77.7258
20.0,Operating,-1.0,22.3511,78.6677
29.0,Operating,-1.0,24.238,75.1089
25.0,Operating,-1.0,23.3124,75.3625
40.0,Operating,2015.0,16.1187,76.6268
126.0,Operating,2019.0,18.9571,72.8405
46.0,Operating,-1.0,10.3261,77.9851
100.0,Operating,2012.0,27.028,70.7785
14.0,Operating,-1.0,25.1862,75.8589
48.0,Operating,2014.0,27.028,70.7785
100.0,Operating,-1.0,14.8535,77.3777
26.0,Operating,2012.0,13.0071,76.0993
34.0,Operating,-1.0,18.635,73.849
50.0,Operating,2014.0,22.3039,70.8022
26.0,Operating,2014.0,22.385,71.7453
25.0,Operating,2011.0,22.5415,73.4334
61.0,Operating,-1.0,22.5415,73.4334
56.0,Operating,2017.0,23.3017,74.2752
15.0,Operating,-1.0,23.3707,76.6205
15.0,Operating,-1.0,23.3707,76.6205
55.0,Operating,-1.0,21.0914,71.7622
40.0,Operating,-1.0,23.0932,70.7599
101.0,Operating,-1.0,23.9844,75.4692
36.0,Operating,-1.0,24.0998,74.9667
15.0,Operating,2014.0,16.8334,75.7153
46.0,Operating,2016.0,16.7104,75.7907
252.0,Operating,2019.0,10.3261,77.9851
44.0,Operating,2015.0,15.9961,77.0475
62.0,Operating,-1.0,10.3261,77.9851
34.0,Operating,2016.0,22.385,71.7453
15.0,Operating,2013.0,16.8334,75.7153
150.0,Operating,-1.0,16.9912,75.2395
24.0,Operating,2012.0,27.0909,70.9762
28.0,Operating,2012.0,27.0909,70.9762
52.0,Operating,-1.0,26.8106,73.7685
80.0,Operating,-1.0,25.1862,75.8589
42.0,Operating,2011.0,22.5415,73.4334
32.0,Operating,2010.0,27.028,70.7785
13.0,Operating,2010.0,27.0909,70.9762
32.0,Operating,2010.0,27.0909,70.9762
50.0,Operating,-1.0,15.3566,77.3305
46.0,Operating,2017.0,15.3566,77.3307
20.0,Operating,2016.0,15.3566,77.3287
19.0,Operating,2016.0,15.3566,77.3287
40.0,Operating,2017.0,15.3566,77.3287
15.0,Operating,2008.0,27.028,70.7785
26.0,Operating,2016.0,22.8148,70.8462
148.0,Operating,2022.0,23.5338,69.1066
46.0,Operating,2011.0,22.4537,70.0514
34.0,Operating,-1.0,22.2105,69.6533
17.0,Operating,-1.0,22.2105,69.6533
104.0,Operating,-1.0,14.8221,78.2817
20.0,Operating,2018.0,16.0833,77.1667
42.5,Operating,2007.0,15.2046,75.8846
12.0,Operating,2019.0,22.842,69.7331
22.0,Operating,-1.0,10.3261,77.9851
13.0,Operating,1996.0,10.3261,77.9851
10.0,Operating,-1.0,10.3261,77.9851
21.0,Operating,-1.0,10.3261,77.9851
13.0,Operating,-1.0,8.1692,77.4223
81.0,Operating,-1.0,8.1692,77.4223
10.0,Operating,2016.0,23.0949,69.6126
10.0,Operating,2016.0,23.0949,69.6126
50.0,Operating,-1.0,14.1694,77.5718
24.0,Operating,-1.0,23.1209,68.7948
101.0,Operating,2016.0,17.1724,77.9057
16.0,Operating,-1.0,8.9167,77.5307
90.0,Operating,2016.0,26.9117,75.7868
101.0,Operating,2016.0,14.8877,77.2081
100.0,Operating,2016.0,14.8874,77.2039
36.0,Operating,2016.0,14.8877,77.2081
64.0,Operating,2017.0,14.8877,77.2081
36.0,Operating,2016.0,24.2069,75.5526
30.0,Operating,2016.0,24.2069,75.5526
20.0,Operating,-1.0,24.2069,75.5526
40.0,Operating,2016.0,24.2147,75.5384
60.0,Operating,2018.0,16.2077,77.3545
21.0,Operating,-1.0,18.635,73.849
52.0,Operating,-1.0,10.3261,77.9851
67.0,Operating,-1.0,25.1862,75.8589
33.0,Operating,-1.0,25.1862,75.8589
25.0,Operating,2012.0,10.4714,77.5786
63.0,Operating,-1.0,10.963,76.9551
16.0,Operating,-1.0,20.9072,70.3657
50.0,Operating,2017.0,23.8508,72.1148
50.0,Operating,2016.0,23.7741,71.6837
50.0,Operating,2015.0,23.6825,71.3517
50.0,Operating,2015.0,24.0454,72.0445
40.0,Operating,-1.0,23.2806,77.4101
148.0,Operating,2018.0,10.7561,77.3167
26.0,Operating,2012.0,10.7565,77.2383
20.0,Operating,-1.0,11.2189,78.161
12.0,Operating,-1.0,10.3261,77.9851
50.0,Operating,2012.0,10.3261,77.9851
400.0,Construction,2023.0,15.068,77.8635
26.0,Operating,2017.0,22.4627,70.0763
21.0,Operating,2009.0,27.028,70.7785
11.0,Operating,2010.0,27.0909,70.9762
24.0,Operating,2016.0,13.5996,78.5303
17.0,Operating,1996.0,10.9094,78.3665
20.0,Operating,1996.0,10.3261,77.9851
99.0,Operating,-1.0,10.3261,77.9851
200.0,Operating,2019.0,10.3261,77.9851
23.0,Operating,2015.0,15.0347,77.3305
44.0,Operating,2016.0,15.0347,77.3305
21.0,Operating,2016.0,15.0347,77.3305
126.0,Operating,2015.0,24.0333,74.7801
17.0,Operating,2007.0,10.5432,77.3988
42.0,Operating,-1.0,10.3261,77.9851
20.0,Operating,-1.0,14.6546,77.5563
70.0,Operating,1996.0,8.1648,77.6348
14.0,Operating,2008.0,9.9697,77.4742
12.0,Operating,2006.0,8.274,77.6807
50.0,Operating,-1.0,16.206,77.3418
22.0,Operating,2017.0,23.2233,72.6492
20.0,Operating,2018.0,15.7699,76.749
100.0,Operating,2022.0,27.161,74.0868
26.0,Operating,-1.0,26.5408,71.5152
26.0,Operating,-1.0,26.5864,71.345
101.0,Operating,-1.0,22.5444,70.6869
25.0,Operating,-1.0,22.5593,70.8075
28.0,Operating,-1.0,22.5385,70.7428
25.0,Operating,2007.0,22.3032,70.7999
26.0,Operating,2016.0,22.3032,70.7999
32.0,Operating,2018.0,22.0399,71.2046
18.0,Operating,2019.0,22.0399,71.2046
100.0,Operating,-1.0,22.3032,70.7999
10.0,Operating,-1.0,22.3053,70.8028
10.0,Operating,-1.0,22.3053,70.8028
29.0,Operating,-1.0,22.3053,70.8028
197.0,Operating,2017.0,13.1673,79.2128
10.0,Operating,1995.0,13.5996,78.5303
25.0,Operating,-1.0,9.8117,77.2444
26.0,Operating,-1.0,23.3903,69.0988
21.0,Operating,-1.0,23.3903,69.0988
15.0,Operating,-1.0,23.3903,69.0988
26.0,Operating,2012.0,9.9424,77.3359
10.0,Operating,2012.0,10.9094,78.3665
34.0,Operating,2015.0,22.385,71.7453
24.0,Operating,-1.0,23.2806,77.4101
11.0,Operating,2009.0,23.0001,76.1667
15.0,Operating,-1.0,23.4806,74.9178
170.0,Operating,2016.0,23.7715,75.0392
14.0,Operating,-1.0,23.4806,74.9178
12.0,Operating,-1.0,23.4806,74.9178
100.0,Construction,-1.0,23.4806,74.9178
50.0,Operating,2017.0,23.4806,74.9178
66.0,Operating,2013.0,17.9529,74.5873
36.0,Operating,2015.0,17.9529,74.5873
49.0,Operating,2014.0,16.4916,74.7741
42.0,Operating,2014.0,15.8423,74.5033
51.0,Operating,2013.0,14.6771,77.5975
50.0,Operating,2014.0,14.6771,77.5975
50.0,Operating,2015.0,14.8221,78.2817
30.0,Operating,2014.0,14.6771,77.5975
20.0,Operating,2015.0,14.6771,77.5975
30.0,Operating,2017.0,22.5415,73.4334
26.0,Operating,2016.0,22.1686,71.6685
70.0,Operating,2017.0,20.8667,70.7501
22.0,Operating,2017.0,22.5415,73.4334
50.0,Operating,-1.0,22.5415,73.4334
54.0,Operating,2015.0,22.5415,73.4334
100.0,Operating,-1.0,22.5415,73.4334
60.0,Operating,2016.0,23.3311,76.1793
40.0,Operating,2016.0,15.6104,75.732
510.0,Operating,2023.0,25.1862,75.8589
170.0,Operating,-1.0,17.6361,74.2983
18.0,Operating,-1.0,17.6361,74.2983
12.0,Operating,2008.0,27.028,70.7785
18.0,Operating,2017.0,23.1374,71.8571
24.0,Operating,2017.0,23.1374,71.8571
48.0,Operating,2017.0,22.7176,71.2773
50.0,Operating,2019.0,23.1374,71.8571
15.0,Operating,-1.0,22.4627,70.0763
15.0,Operating,-1.0,22.4627,70.0763
14.0,Operating,-1.0,23.4626,74.9236
15.0,Operating,-1.0,23.4626,74.9236
14.0,Operating,-1.0,23.4626,74.9236
105.0,Operating,-1.0,14.8221,78.2817
50.0,Operating,2009.0,22.1191,70.1184
50.0,Operating,2011.0,22.1191,70.1184
89.0,Operating,-1.0,23.4516,70.9084
