Capacity (MW),Status,Start Year,Latitude,Longitude
112.0,Construction,2023.0,42.1118,-75.4578
120.0,Operating,2017.0,40.3029,-84.9315
162.0,Operating,2019.0,33.5036,-98.5805
148.0,Operating,2020.0,36.5669,-99.3505
150.0,Operating,2015.0,48.9743,-99.6448
156.0,Accounced,2025.0,48.9743,-99.6448
100.0,Operating,2021.0,34.1031,-108.9078
330.0,Construction,2024.0,41.919,-105.869
200.0,Accounced,2025.0,46.087,-103.593
150.0,Operating,2016.0,46.6851,-102.636
149.0,Operating,2016.0,46.6272,-102.839
20.0,Operating,2014.0,34.7478,-103.269
160.0,Operating,2003.0,32.939,-101.099
98.0,Operating,2015.0,36.4496,-97.6273
157.0,Accounced,2024.0,40.3917,-95.3506
205.0,Operating,2019.0,40.7175,-88.6628
150.0,Accounced,-1.0,40.6431,-88.6439
150.0,Operating,2015.0,34.3706,-101.302
202.0,Operating,2020.0,39.8243,-88.0314
241.0,Operating,2017.0,34.7957,-103.071
83.0,Operating,2017.0,34.832,-102.936
80.0,Operating,2012.0,41.5075,-99.6109
75.0,Operating,2014.0,41.5184,-99.5533
299.0,Operating,2020.0,39.0463,-102.944
200.0,Accounced,-1.0,39.184,-102.97
102.0,Operating,2012.0,35.0644,-118.335
21.0,Operating,2012.0,35.0452,-118.245
75.0,Operating,2014.0,43.742,-83.2481
228.0,Operating,2017.0,26.5248,-97.6316
21.0,Operating,2018.0,43.7258,-98.9172
200.0,Operating,2015.0,39.0176,-99.4802
100.0,Operating,2017.0,32.3451,-98.3641
38.0,Operating,2006.0,37.8036,-121.655
19.0,Operating,2008.0,36.7777,-99.6409
250.0,Operating,2013.0,37.644,-101.102
121.0,Operating,2005.0,32.3126,-100.092
232.0,Operating,2007.0,32.3401,-100.203
170.0,Operating,2008.0,32.2868,-100.177
27.0,Operating,2004.0,36.1346,-84.3583
109.0,Operating,2022.0,44.2169,-96.2454
50.0,Operating,2009.0,44.4191,-96.4949
210.0,Operating,2010.0,44.5541,-96.6715
180.0,Operating,2008.0,32.9341,-101.5901
34.0,Operating,2012.0,44.7257,-68.1747
20.0,Operating,2011.0,42.4879,-113.926
29.0,Operating,2012.0,37.7958,-104.488
59.0,Operating,2019.0,37.7611,-104.383
54.0,Operating,2009.0,43.4023,-88.4777
60.0,Accounced,2027.0,34.5744,-120.6888
30.0,Operating,2000.0,43.9801,-96.0107
40.0,Operating,1999.0,33.911,-116.702
41.0,Operating,2002.0,33.9166,-116.729
148.0,Operating,2018.0,31.1094,-99.9766
304.0,Operating,2022.0,34.9806,-98.3692
217.0,Operating,2012.0,40.1842,-87.8654
114.0,Operating,2017.0,32.3075,-100.029
60.0,Operating,1999.0,35.0765,-118.313
165.0,Operating,2015.0,26.1882,-97.5248
150.0,Operating,2007.0,41.0598,-89.6003
22.0,Operating,2010.0,42.8173,-115.065
130.0,Operating,2007.0,32.756,-100.8301
120.0,Operating,2007.0,32.8049,-100.908
95.0,Operating,2015.0,45.8133,-100.284
99.0,Operating,2009.0,42.9993,-106.021
200.0,Operating,2019.0,35.2175,-102.312
298.0,Operating,2012.0,35.6463,-98.0982
200.0,Operating,2011.0,37.4333,-96.4169
291.0,Construction,2026.0,42.1438,-77.5969
23.0,Operating,2017.0,44.5209,-70.3009
360.0,Accounced,2024.0,32.6311,-101.009
362.0,Operating,2017.0,31.8627,-100.927
298.0,Operating,2017.0,31.9281,-100.964
60.0,Operating,2004.0,34.9652,-103.317
20.0,Operating,2005.0,34.9844,-103.425
150.0,Operating,2020.0,40.6164,-90.7596
150.0,Operating,2015.0,39.3384,-102.1501
198.0,Accounced,2025.0,40.7592,-87.1653
20.0,Operating,2015.0,41.9373,-94.8904
159.0,Operating,2019.0,42.1747,-94.9725
51.0,Operating,2018.0,34.6308,-103.976
2000.0,Accounced,2029.0,46.6972,-124.4351
16.0,Operating,2009.0,42.8833,-106.2201
126.0,Operating,2021.0,42.3392,-79.1956
34.0,Operating,2007.0,39.8606,-79.1096
19.0,Operating,2009.0,42.8704,-115.018
10.0,Operating,2009.0,42.8444,-115.0369
196.0,Construction,2023.0,31.3938,-98.3594
300.0,Operating,2010.0,40.9688,-88.3801
199.0,Operating,2015.0,38.6353,-99.8035
221.0,Operating,2007.0,40.8577,-104.067
80.0,Operating,2007.0,40.8577,-104.067
251.0,Operating,2011.0,40.9136,-103.815
20.0,Operating,2010.0,46.243,-103.771
250.0,Operating,2011.0,39.5113,-103.5701
68.0,Operating,2008.0,43.7082,-88.3223
199.0,Operating,2020.0,43.1283,-105.462
202.0,Operating,2020.0,42.9036,-105.3203
133.0,Operating,2020.0,43.0693,-105.5701
150.0,Operating,2010.0,27.5368,-98.9527
120.0,Operating,2007.0,36.6488,-99.6332
99.0,Operating,2009.0,38.5414,-101.159
150.0,Operating,2005.0,42.5537,-93.6874
35.0,Operating,2005.0,42.5037,-93.666
12.0,Operating,2008.0,42.5633,-93.6296
200.0,Operating,2017.0,42.5537,-93.6874
42.0,Operating,2020.0,43.0548,-93.4482
288.0,Accounced,2024.0,34.5119,-102.052
249.0,Operating,2017.0,27.5628,-97.4777
75.0,Operating,2008.0,43.0042,-92.7265
38.0,Operating,2011.0,40.5203,-78.4854
238.0,Construction,2023.0,34.6815,-110.8017
498.0,Operating,2020.0,38.9793,-102.323
37.0,Operating,2020.0,38.9793,-102.323
200.0,Accounced,2024.0,43.2752,-92.3262
169.0,Construction,2024.0,36.9786,-97.0806
235.0,Operating,2012.0,36.5851,-97.7678
65.0,Operating,2016.0,36.5255,-97.6952
500.0,Construction,2027.0,41.6831,-107.2001
500.0,Construction,2027.0,41.6831,-107.2001
500.0,Construction,2027.0,41.6831,-107.2001
750.0,Construction,2028.0,41.6831,-107.2001
750.0,Construction,2029.0,41.6831,-107.2001
10.0,Operating,2016.0,45.8941,-118.474
200.0,Operating,2016.0,37.3767,-99.9265
200.0,Operating,2017.0,37.3771,-99.9468
199.0,Operating,2020.0,37.4144,-100.044
166.0,Operating,2012.0,37.8641,-100.235
131.0,Operating,2012.0,37.8727,-100.403
61.0,Operating,2012.0,33.033,-101.673
22.0,Operating,2020.0,40.3698,-94.892
220.0,Operating,2020.0,40.3698,-94.892
365.0,Operating,2022.0,46.8142,-106.3493
325.0,Operating,2021.0,34.3566,-105.437
61.0,Operating,2021.0,33.9077,-116.5801
12.0,Operating,2020.0,36.8868,-75.4916
23.0,Operating,2012.0,43.0281,-115.401
160.0,Operating,2020.0,37.7156,-102.6119
67.0,Operating,2012.0,40.7457,-102.752
24.0,Operating,2013.0,40.7438,-102.805
400.0,Accounced,-1.0,43.9779,-89.1259
41.0,Operating,2003.0,45.9282,-118.581
63.0,Operating,2009.0,45.9319,-118.541
26.0,Operating,2020.0,44.2655,-96.4293
31.0,Operating,2012.0,43.723,-95.8153
50.0,Operating,2008.0,40.2392,-94.6714
25.0,Operating,2001.0,45.2802,-120.282
25.0,Operating,2002.0,45.2826,-120.272
150.0,Accounced,2025.0,33.8093,-101.342
112.0,Operating,2020.0,40.5934,-94.9075
80.0,Operating,2018.0,43.8818,-75.6396
59.0,Operating,2020.0,41.1271,-104.9901
50.0,Operating,2017.0,34.0038,-101.215
90.0,Operating,2017.0,40.2723,-98.3745
200.0,Operating,2016.0,47.1842,-98.5566
50.0,Operating,2008.0,40.4844,-95.4577
97.0,Operating,2019.0,44.4587,-96.5241
242.0,Operating,2021.0,32.8381,-100.877
99.0,Operating,2009.0,43.4099,-92.5176
220.0,Operating,2022.0,28.1842,-97.3922
61.0,Operating,2022.0,41.2301,-89.5772
166.0,Operating,2021.0,41.935,-84.477
70.0,Operating,2010.0,39.3743,-79.3344
209.0,Operating,2019.0,45.0902,-97.8868
42.0,Operating,2012.0,42.7078,-97.5745
150.0,Accounced,2025.0,33.7137,-101.434
111.0,Operating,2014.0,43.6443,-83.4932
44.0,Operating,2018.0,43.6308,-83.4259
76.0,Operating,2019.0,43.5948,-83.5287
104.0,Operating,2021.0,39.0466,-102.822
228.0,Operating,2011.0,36.0826,-98.7553
21.0,Operating,2007.0,43.0475,-94.9229
162.0,Operating,2010.0,43.9036,-98.7401
200.0,Operating,2019.0,45.0816,-97.0107
201.0,Operating,2020.0,44.8989,-96.8774
66.0,Operating,2009.0,43.3192,-93.8838
162.0,Operating,2020.0,43.2071,-93.8631
300.0,Operating,2022.0,45.1586,-97.0577
154.0,Operating,2021.0,45.2676,-97.104
20.0,Operating,2011.0,45.0662,-94.7427
106.0,Operating,2020.0,45.2743,-97.917
30.0,Operating,2017.0,42.8492,-72.9692
42.0,Operating,2017.0,43.9401,-82.8478
74.0,Operating,2017.0,43.9401,-82.8478
33.0,Operating,2017.0,43.9401,-82.8478
110.0,Operating,2023.0,43.9401,-82.8478
185.0,Construction,2024.0,34.4692,-90.3927
23.0,Operating,2012.0,43.0566,-115.452
170.0,Operating,2018.0,30.9149,-102.078
300.0,Operating,2021.0,44.8636,-96.5346
10.0,Operating,2010.0,35.9109,-101.542
10.0,Operating,2010.0,35.953,-101.5401
20.0,Operating,2004.0,37.7746,-121.658
311.0,Operating,2020.0,34.4874,-96.7805
169.0,Operating,2020.0,41.6934,-92.1786
84.0,Operating,2020.0,41.6934,-92.1786
299.0,Operating,2018.0,38.5549,-97.2521
18.0,Operating,2008.0,46.2739,-104.192
10.0,Operating,2010.0,46.2743,-104.1601
27.0,Operating,1987.0,35.0658,-118.265
45.0,Operating,2008.0,33.9166,-116.569
17.0,Operating,1988.0,37.0424,-121.167
260.0,Accounced,2024.0,44.0056,-92.9504
108.0,Operating,2016.0,34.8362,-97.9705
63.0,Operating,2009.0,34.6706,-110.258
65.0,Operating,2010.0,34.5984,-110.1601
137.0,Operating,2020.0,42.0232,-106.153
105.0,Operating,2021.0,34.3907,-105.492
10.0,Operating,2017.0,44.3527,-117.3201
38.0,Operating,2009.0,42.5523,-77.4145
68.0,Operating,2021.0,42.5523,-77.4145
196.0,Operating,2020.0,39.3186,-100.8662
10.0,Operating,2006.0,43.9392,-95.9222
150.0,Accounced,2025.0,34.6689,-102.352
50.0,Operating,2014.0,43.9259,-83.1886
62.0,Operating,2014.0,43.9259,-83.1886
50.0,Operating,2016.0,43.8825,-83.1614
45.0,Operating,2009.0,45.7063,-119.405
20.0,Operating,2009.0,45.7181,-119.408
200.0,Operating,2012.0,41.5427,-94.6599
100.0,Operating,2009.0,42.4557,-89.8974
301.0,Operating,2022.0,31.7373,-101.2633
20.0,Operating,2008.0,33.8845,-116.468
102.0,Operating,2023.0,42.1016,-77.7011
251.0,Operating,2020.0,42.0143,-106.343
200.0,Operating,2022.0,27.9927,-97.744
298.0,Operating,2017.0,34.8219,-105.645
243.0,Operating,2020.0,33.732,-99.7347
300.0,Construction,2023.0,26.5009,-97.5991
122.0,Operating,2019.0,32.1325,-101.416
230.0,Operating,2016.0,34.1264,-99.0377
99.0,Operating,2009.0,35.4755,-99.8888
101.0,Operating,2010.0,35.4985,-99.6587
150.0,Operating,2005.0,37.5621,-96.5394
42.0,Operating,2011.0,42.6194,-91.3635
81.0,Operating,2009.0,42.6909,-97.6252
97.0,Operating,2007.0,45.118,-117.8001
99.0,Operating,2008.0,43.7575,-94.8927
149.0,Operating,2010.0,43.7009,-94.8659
216.0,Operating,2019.0,46.4019,-99.9074
150.0,Operating,2019.0,43.3891,-95.4025
170.0,Operating,2019.0,41.5695,-92.3626
16.0,Operating,1999.0,33.9167,-116.5601
99.0,Operating,2012.0,37.6145,-100.285
25.0,Operating,2012.0,64.0617,-148.912
144.0,Operating,2003.0,41.3263,-110.801
21.0,Operating,2008.0,43.6173,-95.4319
10.0,Operating,2009.0,35.8082,-101.9901
400.0,Accounced,-1.0,38.5502,-102.8585
30.0,Operating,2015.0,39.3152,-79.3983
72.0,Operating,2021.0,45.691,-86.6395
10.0,Operating,2014.0,47.7233,-111.965
163.0,Operating,2017.0,34.7615,-102.084
146.0,Operating,2009.0,40.5733,-95.3955
30.0,Operating,2001.0,42.9769,-75.7603
206.0,Operating,2007.0,43.896,-96.0028
18.0,Operating,2012.0,61.1395,-150.216
470.0,Operating,2012.0,37.3521,-98.3164
128.0,Operating,2021.0,37.447,-98.4002
135.0,Accounced,2025.0,37.3879,-98.0303
153.0,Accounced,2025.0,37.3934,-98.0307
122.0,Operating,2020.0,37.3654,-98.4423
200.0,Operating,2018.0,31.5523,-98.537
60.0,Operating,2010.0,40.0017,-95.8827
155.0,Operating,2017.0,32.9305,-101.138
44.0,Operating,2003.0,43.3989,-95.3371
350.0,Operating,2019.0,33.921,-99.8061
41.0,Operating,1999.0,41.6283,-106.201
66.0,Operating,2021.0,41.6283,-106.201
120.0,Operating,2022.0,40.5171,-88.3362
124.0,Operating,2006.0,32.0145,-101.229
29.0,Operating,2008.0,40.0983,-78.8649
99.0,Operating,2008.0,43.6584,-88.5096
30.0,Operating,2009.0,43.6584,-88.5096
10.0,Operating,2005.0,42.8544,-114.9501
40.0,Operating,2014.0,39.6294,-79.018
201.0,Operating,2009.0,40.5974,-87.2402
100.0,Operating,2009.0,40.5974,-87.2402
99.0,Operating,2009.0,40.5974,-87.2402
200.0,Operating,2009.0,40.582,-87.4277
150.0,Operating,2019.0,46.1295,-98.8955
99.0,Operating,2012.0,42.6041,-93.3068
218.0,Operating,2021.0,43.5188,-93.1869
20.0,Operating,2012.0,36.4985,-101.618
200.0,Operating,2016.0,36.8357,-97.2494
352.0,Operating,2021.0,36.8271,-97.0289
10.0,Operating,2012.0,43.1711,-89.5552
190.0,Accounced,2025.0,36.5933,-103.614
1659.0,Accounced,-1.0,28.8557,-94.5151
1567.0,Accounced,-1.0,28.3541,-94.7237
1200.0,Accounced,-1.0,38.6426,-74.7825
44.0,Accounced,-1.0,37.1778,-93.3248
10.0,Operating,2012.0,44.6654,-73.0732
162.0,Operating,2011.0,43.5614,-89.0351
185.0,Operating,2021.0,40.2614,-89.7009
106.0,Operating,2008.0,48.5172,-112.113
104.0,Operating,2009.0,48.5536,-112.1701
212.0,Operating,2019.0,42.8611,-95.748
117.0,Operating,2021.0,34.5149,-96.9106
107.0,Operating,2019.0,46.9658,-101.805
165.0,Operating,2019.0,43.0467,-105.8197
80.0,Operating,2008.0,31.9678,-100.804
70.0,Operating,2009.0,31.9616,-100.789
86.0,Operating,2015.0,37.7187,-121.649
46.0,Operating,2017.0,37.7464,-121.616
201.0,Operating,2022.0,45.5627,-120.709
200.0,Operating,2020.0,43.3518,-94.0351
78.0,Operating,2011.0,35.2267,-102.223
2000.0,Accounced,-1.0,35.4426,-121.8682
12.0,Operating,2011.0,42.4404,-113.907
249.0,Operating,2015.0,38.9244,-104.224
149.0,Operating,2013.0,31.4185,-98.557
130.0,Operating,2008.0,40.6911,-87.5036
252.0,Construction,2023.0,35.0939,-101.326
248.0,Construction,2023.0,35.0939,-101.326
103.0,Operating,2020.0,45.7799,-120.477
200.0,Operating,2015.0,36.508,-101.662
158.0,Operating,2019.0,32.8666,-101.182
124.0,Operating,2010.0,43.4617,-111.831
220.0,Operating,2019.0,34.7474,-103.208
100.0,Operating,2008.0,43.7066,-92.6954
99.0,Operating,2008.0,41.1963,-88.7201
51.0,Operating,2009.0,41.1877,-88.6995
50.0,Operating,2009.0,41.1623,-88.7503
10.0,Operating,2008.0,41.182,-88.7149
400.0,Operating,2016.0,42.5607,-98.4443
211.0,Operating,2014.0,35.2533,-101.249
200.0,Operating,2016.0,35.3038,-101.037
99.0,Operating,2012.0,44.7532,-71.2987
20.0,Operating,2010.0,45.807,-95.8969
147.0,Operating,2016.0,36.9642,-97.7092
152.0,Operating,2016.0,36.9446,-97.7344
150.0,Operating,2020.0,43.1667,-84.8047
102.0,Operating,2011.0,43.3958,-84.4184
110.0,Operating,2012.0,43.4025,-84.5017
112.0,Operating,2001.0,37.6133,-100.355
224.0,Operating,2023.0,42.2141,-93.8767
358.0,Operating,2022.0,36.2972,-101.5289
210.0,Operating,2022.0,36.3701,-101.5551
299.0,Operating,2022.0,36.4566,-101.4723
225.0,Operating,2016.0,36.1478,-99.6299
100.0,Operating,2009.0,40.355,-89.4063
150.0,Operating,2015.0,33.6747,-99.3878
150.0,Operating,2015.0,33.6342,-99.4794
194.0,Operating,2019.0,41.6083,-89.5005
30.0,Operating,2016.0,47.7085,-111.912
12.0,Operating,2010.0,37.5496,-99.3415
226.0,Operating,2021.0,33.6093,-99.5823
48.0,Operating,2012.0,43.7646,-71.8232
80.0,Operating,2007.0,41.6626,-89.1982
318.0,Operating,2021.0,26.9118,-97.5808
120.0,Operating,2016.0,32.4812,-101.429
166.0,Operating,2008.0,32.7664,-99.4711
478.0,Operating,2019.0,33.9119,-101.628
23.0,Operating,2012.0,43.0092,-115.443
98.0,Operating,2002.0,42.9422,-93.664
51.0,Operating,2016.0,44.7362,-68.1334
29.0,Operating,2008.0,41.1413,-105.009
15.0,Operating,2007.0,42.089,-94.3358
74.0,Operating,2011.0,43.1973,-74.902
53.0,Operating,2008.0,43.835,-83.2165
59.0,Operating,2012.0,43.7839,-83.2105
202.0,Operating,2020.0,39.8319,-88.0723
99.0,Operating,2009.0,45.7874,-120.412
101.0,Operating,2010.0,40.8987,-121.801
11.0,Operating,2006.0,20.2515,-155.851
38.0,Operating,2012.0,42.9394,-92.0572
101.0,Operating,2009.0,45.5164,-120.602
600.0,Accounced,2027.0,46.3574,-110.396
298.0,Operating,2022.0,42.2605,-97.1983
200.0,Operating,2014.0,40.1097,-84.995
200.0,Operating,2021.0,40.0545,-85.1957
180.0,Operating,2020.0,31.2185,-99.4171
104.0,Operating,2018.0,41.7588,-94.7951
200.0,Operating,2022.0,41.7588,-94.7951
200.0,Construction,2023.0,43.2139,-84.6331
268.0,Operating,2022.0,28.6245,-97.9375
200.0,Operating,2014.0,34.7486,-102.2601
28.0,Operating,2012.0,45.7852,-86.5589
150.0,Operating,2016.0,26.4938,-98.4813
100.0,Operating,2016.0,26.5381,-98.3375
50.0,Operating,2020.0,26.5419,-98.4715
643.0,Construction,-1.0,39.816,-97.431
99.0,Operating,2019.0,34.489,-105.969
450.0,Operating,2021.0,31.0612,-101.898
51.0,Operating,2021.0,31.1081,-101.916
40.0,Operating,2012.0,42.8855,-115.036
122.0,Operating,2019.0,41.6798,-106.0399
212.0,Accounced,2024.0,42.3914,-89.8651
400.0,Operating,2020.0,40.2501,-92.4085
112.0,Operating,2009.0,42.7245,-78.4076
146.0,Operating,2003.0,38.149,-121.795
16.0,Operating,2003.0,38.149,-121.795
495.0,Operating,2015.0,43.0317,-95.6953
62.0,Operating,2009.0,40.2852,-78.7097
75.0,Operating,2012.0,40.3321,-78.6596
181.0,Accounced,2024.0,39.7353,-105.649
185.0,Operating,2019.0,40.0168,-89.3865
17.0,Operating,1981.0,35.0706,-118.379
66.0,Operating,2017.0,40.7665,-83.7147
360.0,Accounced,2024.0,40.9493,-82.9198
98.0,Operating,2015.0,40.3854,-87.7915
28.0,Operating,2012.0,42.7285,-73.0466
106.0,Operating,2009.0,40.6979,-87.2637
149.0,Operating,2005.0,46.4502,-117.854
202.0,Construction,2023.0,35.9894,-97.5895
58.0,Operating,2012.0,43.4026,-111.741
230.0,Operating,2016.0,33.4093,-99.5359
210.0,Operating,2017.0,32.243,-100.026
299.0,Operating,2017.0,32.2526,-100.148
224.0,Operating,2017.0,32.2626,-100.294
51.0,Operating,2011.0,42.3314,-77.5031
300.0,Operating,2021.0,31.7747,-96.8282
697.0,Accounced,-1.0,40.2821,-73.4259
1100.0,Accounced,-1.0,40.8569,-124.7813
1000.0,Accounced,-1.0,40.9598,-124.5479
845.0,Operating,2022.0,45.5643,-119.962
202.0,Operating,2019.0,42.4657,-95.3541
61.0,Operating,2016.0,42.2643,-95.3557
120.0,Operating,2016.0,42.2643,-95.3557
93.0,Operating,2016.0,42.2643,-95.3557
28.0,Operating,2016.0,42.2643,-95.3557
54.0,Operating,2021.0,42.4348,-91.5657
82.0,Operating,2018.0,30.9515,-102.164
302.0,Operating,2021.0,40.6699,-86.8499
204.0,Construction,2023.0,40.6631,-86.8695
397.0,Operating,2023.0,33.1983,-99.3906
15.0,Operating,2005.0,42.5302,-95.3701
159.0,Operating,2017.0,42.5712,-95.3271
10.0,Operating,2009.0,43.3762,-94.144
10.0,Operating,2009.0,43.4412,-94.982
301.0,Operating,2021.0,39.6987,-96.5513
298.0,Operating,2021.0,37.6402,-100.0732
168.0,Operating,2012.0,37.8386,-99.774
384.0,Operating,2021.0,43.713,-84.8091
91.0,Operating,2018.0,42.3322,-92.9659
10.0,Operating,2008.0,35.9614,-101.795
10.0,Operating,2009.0,35.8117,-101.977
80.0,Operating,2008.0,36.3971,-101.372
10.0,Operating,2006.0,36.4455,-101.8701
10.0,Operating,2007.0,36.4671,-101.815
10.0,Operating,2009.0,35.9955,-101.8501
10.0,Operating,2009.0,36.0252,-101.883
10.0,Operating,2008.0,35.8114,-101.995
250.0,Operating,2015.0,27.3115,-98.9772
200.0,Operating,2016.0,27.5056,-98.9028
80.0,Construction,2024.0,46.5081,-109.728
197.0,Operating,2022.0,37.6698,-95.0589
44.0,Operating,2020.0,44.061,-95.239
14.0,Operating,2015.0,44.469,-71.2257
78.0,Operating,2016.0,44.8888,-74.104
10.0,Operating,2017.0,44.4254,-117.274
402.0,Operating,2020.0,40.4578,-87.383
135.0,Operating,2005.0,46.5872,-109.744
161.0,Operating,2020.0,32.3818,-102.9101
300.0,Operating,2015.0,34.7118,-102.297
151.0,Operating,2011.0,45.9445,-120.229
160.0,Accounced,-1.0,36.527,-101.369
30.0,Operating,2006.0,20.8047,-156.545
21.0,Operating,2012.0,20.8001,-156.539
30.0,Operating,2011.0,21.6804,-157.982
300.0,Accounced,2024.0,42.5832,-84.247
307.0,Operating,2019.0,28.1738,-97.811
12.0,Operating,1985.0,33.9223,-116.561
500.0,Accounced,-1.0,38.4115,-89.3291
69.0,Operating,2012.0,21.6115,-158.027
299.0,Operating,2015.0,36.984,-97.2084
110.0,Operating,2015.0,33.1531,-98.148
152.0,Operating,2010.0,36.2808,-99.5031
184.0,Operating,2016.0,40.9748,-88.2359
66.0,Operating,2009.0,45.3936,-70.5368
66.0,Operating,2010.0,45.3262,-70.549
30.0,Operating,2018.0,41.2761,-103.695
184.0,Operating,2022.0,33.2762,-99.4466
209.0,Operating,2022.0,33.2762,-99.4466
278.0,Operating,2001.0,31.271,-102.1895
248.0,Operating,2020.0,36.4029,-97.4815
63.0,Operating,2012.0,44.7509,-72.4249
298.0,Operating,2015.0,35.7348,-97.8579
207.0,Operating,2016.0,37.5772,-98.1768
10.0,Operating,2011.0,35.1465,-114.069
149.0,Operating,2021.0,37.2698,-94.042
51.0,Operating,2010.0,39.354,-102.305
2465.0,Accounced,-1.0,36.406,-75.3222
24.0,Operating,2001.0,45.5606,-120.551
221.0,Operating,2007.0,45.5582,-120.621
76.0,Operating,2008.0,45.5364,-120.587
80.0,Operating,2020.0,45.5916,-120.589
70.0,Operating,2022.0,42.9867,-94.1336
152.0,Operating,2020.0,42.9892,-94.0522
50.0,Operating,2005.0,32.7217,-116.344
198.0,Operating,2021.0,26.2499,-97.5118
165.0,Operating,2021.0,34.81,-105.74
141.0,Operating,2021.0,34.81,-105.74
107.0,Operating,1998.0,44.3403,-96.3791
100.0,Operating,2019.0,44.1373,-96.1689
1659.0,Accounced,-1.0,29.3931,-93.5647
101.0,Operating,2012.0,43.8868,-86.331
206.0,Operating,2011.0,43.6634,-95.1497
48.0,Operating,2014.0,46.6774,-96.2716
11.0,Operating,1999.0,44.3874,-96.4292
40.0,Operating,2008.0,48.7309,-98.2594
170.0,Operating,2018.0,48.5829,-98.2555
160.0,Operating,2020.0,31.0696,-100.685
81.0,Operating,2011.0,41.896,-98.0026
202.0,Operating,2020.0,26.6614,-99.0901
273.0,Operating,2021.0,26.3807,-97.5801
62.0,Operating,2016.0,37.8891,-109.361
69.0,Operating,2012.0,41.5269,-77.0462
98.0,Operating,2011.0,39.025,-79.8784
120.0,Operating,2011.0,41.9191,-92.9566
2400.0,Accounced,-1.0,39.0186,-74.1338
109.0,Operating,2019.0,45.6618,-120.241
201.0,Operating,2011.0,45.5781,-120.178
207.0,Operating,2022.0,43.4392,-94.1589
218.0,Operating,2009.0,41.8224,-88.785
24.0,Operating,2008.0,43.2457,-72.1388
299.0,Operating,2022.0,31.7879,-96.6497
200.0,Operating,2012.0,39.3836,-103.5296
200.0,Operating,2012.0,39.3749,-103.5202
201.0,Operating,2014.0,39.3586,-103.369
300.0,Operating,2021.0,39.7622,-89.9544
150.0,Operating,2017.0,48.4703,-102.9896
50.0,Operating,2010.0,45.7509,-120.762
250.0,Operating,2021.0,40.2863,-98.5777
74.0,Operating,2015.0,35.1882,-98.8868
200.0,Operating,2018.0,31.0585,-100.595
